1.000E+3	7.320E-4	2.260E-1	1.283E+0
1.500E+3	6.800E-4	2.380E-1	1.525E+0
2.000E+3	2.900E-4	2.411E-1	1.696E+0
2.500E+3	-7.480E-4	2.409E-1	1.819E+0
3.000E+3	9.680E-4	2.388E-1	1.964E+0
3.500E+3	-5.543E-4	2.357E-1	2.074E+0
4.000E+3	-1.120E-4	2.318E-1	2.185E+0
4.500E+3	-2.171E-4	2.277E-1	2.276E+0
5.000E+3	-2.200E-4	2.228E-1	2.384E+0
5.500E+3	-5.424E-4	2.177E-1	2.466E+0
6.000E+3	1.516E-3	2.124E-1	2.574E+0
6.500E+3	1.560E-4	2.067E-1	2.664E+0
7.000E+3	-1.701E-3	2.008E-1	2.756E+0
7.500E+3	5.425E-4	1.950E-1	2.843E+0
8.000E+3	-5.700E-4	1.889E-1	2.924E+0
8.500E+3	1.475E-3	1.833E-1	2.994E+0
9.000E+3	-6.277E-4	1.772E-1	3.080E+0
9.500E+3	5.867E-4	1.712E-1	-3.118E+0
1.000E+4	5.500E-4	1.656E-1	-3.060E+0
1.050E+4	-1.242E-3	1.599E-1	-2.972E+0
1.100E+4	-7.921E-5	1.544E-1	-2.894E+0
1.150E+4	-8.046E-5	1.489E-1	-2.836E+0
1.200E+4	-1.282E-3	1.437E-1	-2.781E+0
1.250E+4	2.208E-4	1.386E-1	-2.691E+0
1.300E+4	2.286E-4	1.336E-1	-2.627E+0
1.350E+4	-1.440E-3	1.287E-1	-2.575E+0
1.400E+4	-1.320E-3	1.239E-1	-2.514E+0
1.450E+4	-8.157E-4	1.194E-1	-2.464E+0
1.500E+4	-3.200E-5	1.147E-1	-2.390E+0
1.550E+4	3.140E-4	1.106E-1	-2.323E+0
1.600E+4	-5.949E-4	1.065E-1	-2.260E+0
1.650E+4	2.475E-5	1.026E-1	-2.214E+0
1.700E+4	-3.889E-4	9.890E-2	-2.149E+0
1.750E+4	7.293E-5	9.529E-2	-2.100E+0
1.800E+4	1.026E-4	9.183E-2	-2.051E+0
1.850E+4	4.747E-5	8.856E-2	-1.998E+0
1.900E+4	-6.749E-4	8.537E-2	-1.943E+0
1.950E+4	-1.599E-4	8.230E-2	-1.899E+0
2.000E+4	1.250E-4	7.950E-2	-1.854E+0
2.050E+4	4.549E-4	7.661E-2	-1.805E+0
2.100E+4	1.282E-4	7.403E-2	-1.752E+0
2.150E+4	-3.441E-5	7.136E-2	-1.712E+0
2.200E+4	-4.752E-4	6.892E-2	-1.664E+0
2.250E+4	8.268E-5	6.652E-2	-1.617E+0
2.300E+4	9.425E-5	6.433E-2	-1.579E+0
2.350E+4	-9.166E-5	6.227E-2	-1.516E+0
2.400E+4	-1.122E-4	6.017E-2	-1.473E+0
2.450E+4	3.676E-4	5.800E-2	-1.447E+0
2.500E+4	3.610E-4	5.602E-2	-1.406E+0
2.550E+4	-6.520E-4	5.422E-2	-1.370E+0
2.600E+4	-2.287E-5	5.248E-2	-1.323E+0
2.650E+4	4.655E-4	5.073E-2	-1.284E+0
2.700E+4	4.924E-4	4.910E-2	-1.245E+0
2.750E+4	4.334E-4	4.751E-2	-1.198E+0
2.800E+4	1.870E-4	4.603E-2	-1.161E+0
2.850E+4	-6.442E-5	4.450E-2	-1.122E+0
2.900E+4	-1.392E-5	4.307E-2	-1.091E+0
2.950E+4	2.134E-4	4.173E-2	-1.048E+0
3.000E+4	4.840E-5	4.043E-2	-1.002E+0
3.050E+4	-1.093E-4	3.918E-2	-9.627E-1
3.100E+4	2.583E-4	3.799E-2	-9.319E-1
3.150E+4	2.059E-5	3.686E-2	-8.966E-1
3.200E+4	-2.136E-4	3.575E-2	-8.658E-1
3.250E+4	9.404E-5	3.461E-2	-8.269E-1
3.300E+4	3.080E-5	3.362E-2	-7.912E-1
3.350E+4	-9.286E-5	3.266E-2	-7.583E-1
3.400E+4	-7.528E-5	3.175E-2	-7.238E-1
3.450E+4	6.023E-5	3.079E-2	-7.063E-1
3.500E+4	-2.229E-4	2.991E-2	-6.662E-1
3.550E+4	-2.367E-7	2.903E-2	-6.365E-1
3.600E+4	2.283E-4	2.822E-2	-6.060E-1
3.650E+4	1.713E-4	2.743E-2	-5.767E-1
3.700E+4	2.096E-5	2.670E-2	-5.426E-1
3.750E+4	-5.700E-5	2.593E-2	-5.152E-1
3.800E+4	1.610E-4	2.522E-2	-4.861E-1
3.850E+4	-2.965E-4	2.453E-2	-4.490E-1
3.900E+4	-2.791E-4	2.386E-2	-4.297E-1
3.950E+4	-6.239E-5	2.322E-2	-3.859E-1
4.000E+4	2.800E-6	2.251E-2	-3.684E-1
4.050E+4	-5.992E-5	2.190E-2	-3.276E-1
4.100E+4	-1.057E-4	2.133E-2	-3.069E-1
4.150E+4	-1.506E-4	2.078E-2	-2.889E-1
4.200E+4	1.088E-4	2.021E-2	-2.604E-1
4.250E+4	-1.105E-4	1.971E-2	-2.330E-1
4.300E+4	-3.011E-6	1.920E-2	-2.076E-1
4.350E+4	-1.287E-4	1.867E-2	-1.847E-1
4.400E+4	-2.046E-5	1.818E-2	-1.468E-1
4.450E+4	2.992E-4	1.768E-2	-1.334E-1
4.500E+4	-9.089E-5	1.722E-2	-1.160E-1
4.550E+4	7.531E-5	1.676E-2	-9.040E-2
4.600E+4	-5.609E-5	1.630E-2	-5.751E-2
4.650E+4	-6.837E-5	1.589E-2	-4.688E-2
4.700E+4	-2.505E-4	1.548E-2	-1.833E-2
4.750E+4	-4.831E-4	1.513E-2	-2.064E-3
4.800E+4	5.666E-5	1.472E-2	3.063E-2
4.850E+4	1.229E-4	1.439E-2	4.684E-2
4.900E+4	-1.020E-5	1.400E-2	6.996E-2
4.950E+4	1.331E-4	1.363E-2	9.139E-2
5.000E+4	2.920E-4	1.333E-2	1.220E-1
5.050E+4	9.657E-5	1.295E-2	1.433E-1
5.100E+4	2.690E-4	1.261E-2	1.523E-1
5.150E+4	-7.745E-5	1.227E-2	1.700E-1
5.200E+4	9.231E-5	1.199E-2	1.958E-1
5.250E+4	-2.416E-4	1.167E-2	2.215E-1
5.300E+4	-9.799E-5	1.140E-2	2.177E-1
5.350E+4	1.803E-4	1.107E-2	2.473E-1
5.400E+4	2.981E-5	1.079E-2	2.498E-1
5.450E+4	-1.003E-5	1.055E-2	2.869E-1
5.500E+4	-2.180E-4	1.026E-2	2.803E-1
5.550E+4	8.013E-5	1.000E-2	2.948E-1
5.600E+4	1.924E-4	9.750E-3	3.196E-1
5.650E+4	1.887E-4	9.440E-3	3.458E-1
5.700E+4	-1.131E-4	9.210E-3	3.542E-1
